"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nadk",0.0466598771349245,-1.04445234673529,0.055,0.081,1
"Mettl9",0.0468327915668006,0.993681961785304,0.074,0.046,1
"Sptlc2",0.0468839109433548,0.574235515846766,0.069,0.041,1
"Stim2",0.0469097173515996,-0.223899346546194,0.05,0.025,1
"Chd3",0.0471700618152795,0.140520752238264,0.239,0.188,1
"Ccdc6",0.0472538264800458,0.67845145396009,0.059,0.033,1
"Cops2",0.0478946611639957,0.511263623873694,0.078,0.048,1
"Gm4750",0.0479154645142371,-0.739332973546536,0.053,0.079,1
"Cflar",0.0481039299273252,0.461987491018099,0.162,0.122,1
"Gm10250",0.0481404022534396,-0.370917352842094,0.244,0.282,1
"Bzw1",0.0482088992739431,0.34456037139407,0.143,0.102,1
"Yeats4",0.0482112522098212,-0.982777733009712,0.077,0.107,1
"C230081A13Rik",0.0482577138112608,-0.536625170610946,0.044,0.069,1
"Hn1",0.0482678337021377,-0.307248440672029,0.237,0.28,1
"Rbm6",0.0485919980320409,0.4470587534427,0.065,0.038,1
"Rasa1",0.0485966201075492,-0.886647479244148,0.055,0.081,1
"Rpl18-ps2",0.0486049160768703,-0.385003429878194,0.268,0.303,1
"Upf3b",0.0486070274441447,0.780352220887788,0.055,0.031,1
"G3bp1",0.0487325572822599,-0.450593522210756,0.182,0.221,1
"Rpl38",0.0487969200616899,-0.135483359559123,0.892,0.893,1
"Psmd4",0.0488316722101942,0.32526697593648,0.168,0.125,1
"Gm8624",0.048851168426378,-0.285111039109032,0.263,0.31,1
"Phf3",0.0489185043820772,0.769812835441009,0.12,0.084,1
"Dnajc14",0.0493467146494544,0.618096119396323,0.072,0.043,1
"Taf10",0.0493484809773873,-0.633819943373336,0.212,0.249,1
"Ptprcap",0.0494211892352056,-0.189739155824872,0.542,0.573,1
"Gm561",0.0495658458684842,-1.18351236022269,0.03,0.051,1
"Arhgap4",0.0497718801335408,-0.521114173530281,0.108,0.142,1
"Dcaf8",0.0498805049622234,0.425381895673759,0.081,0.051,1
"CT009594.1",0.049944247315345,-0.962980668888478,0.042,0.066,1
"2210016F16Rik",0.0499986901804772,-0.703594450365734,0.07,0.099,1
"Ssrp1",0.0500847149280765,0.395837446774369,0.17,0.127,1
"Glipr1",0.050130340326896,-0.385478663716394,0.054,0.081,1
"Psmf1",0.0503028035925483,0.155602579073349,0.087,0.056,1
"Rsf1",0.050360449233051,0.463936103040097,0.096,0.064,1
"Acaa1a",0.050427962491675,0.893505771972622,0.068,0.041,1
"Cep97",0.0504437413106366,0.484963427365113,0.062,0.036,1
"Ankle2",0.0511556050377589,0.763584279306676,0.068,0.041,1
"Far1",0.051207392784212,-0.661885498828411,0.036,0.059,1
"Dynll1",0.0514652829472806,-0.3109819673729,0.22,0.265,1
"Mdm2",0.0514701304678056,0.637691763036264,0.068,0.041,1
"Rpl27",0.0517174278424467,0.363446514621997,0.159,0.117,1
"Ier3ip1",0.0518228845783106,0.399253725907261,0.115,0.079,1
"Tbk1",0.0519968511600261,0.62921334871471,0.074,0.046,1
"U2af2",0.0519999871545908,-0.789474359836704,0.064,0.092,1
"Fam125a",0.0520331231277085,0.567675598448707,0.077,0.048,1
"Oxa1l",0.0522401210855691,0.547980793534643,0.099,0.066,1
"Elmo1",0.0523205108384074,-0.620013918785752,0.079,0.109,1
"Irak1",0.0524355561864609,-0.52868301048026,0.105,0.14,1
"Aqr",0.0525462287705798,0.433538289850988,0.149,0.112,1
"1810009A15Rik",0.0525736191078311,0.276028087237441,0.103,0.069,1
"Glo1",0.052626059551895,0.938925016606728,0.064,0.038,1
"Gpr68",0.052731367891348,-0.551761385918981,0.042,0.066,1
"Banf1",0.0530377718134853,-0.587855790820449,0.181,0.219,1
"Mdn1",0.0531655686118845,-0.759945775397193,0.06,0.087,1
"Sept1",0.0532231601759045,-0.63642312139578,0.14,0.17,1
"Tfam",0.0534256631714768,0.583010863843888,0.137,0.099,1
"Stambpl1",0.0536911909953712,1.03935035180068,0.054,0.031,1
"Cdk11b",0.0537627452738651,0.82557082265046,0.074,0.046,1
"Myc",0.0538167031557894,-0.597915488243753,0.093,0.125,1
"Clk1",0.0541388965458916,0.370013597479512,0.115,0.079,1
"Dbi",0.0546223875120438,-0.564819148716676,0.072,0.102,1
"Tln1",0.0547942050290169,-0.295975113154249,0.272,0.321,1
"Acsl5",0.0548273297257621,0.348320670612717,0.134,0.097,1
"Srsf3",0.0549134010457065,0.151876300041183,0.244,0.188,1
"Gm16382",0.0549443740813378,-0.672689428274247,0.045,0.069,1
"Myo1f",0.0552311062951826,-1.108307267945,0.037,0.059,1
"Hmgb2",0.0553461459357402,0.213694196187711,0.126,0.089,1
"Bloc1s1",0.0553484594883836,0.255807383575926,0.157,0.117,1
"Txnip",0.0554465697934561,0.195738309170787,0.419,0.364,1
"2210012G02Rik",0.0555426951274686,0.646995848480442,0.074,0.046,1
"1810006K21Rik",0.0555686164231365,-0.431850437475557,0.135,0.173,1
"G6pdx",0.0559956761412947,-0.909741469582562,0.041,0.064,1
"AC141469.5",0.0560084669758578,0.601676849416794,0.068,0.041,1
"Elp2",0.056311171268503,-0.775240403456453,0.051,0.076,1
"Gm6133",0.0564698626222832,0.648098716309741,0.094,0.064,1
"Ttf1",0.056912757618855,0.96322455561905,0.07,0.043,1
"Polb",0.0570716330623082,-0.614184319927612,0.034,0.056,1
"Snrnp48",0.0573142601225402,0.624534183219837,0.054,0.031,1
"Ddx52",0.0574601055351268,0.657370545867883,0.101,0.069,1
"Txn1",0.0575030091772477,0.296439451458119,0.283,0.229,1
"Sdad1",0.0575742134562919,0.862949821038821,0.051,0.028,1
"Gm10529",0.0578116684517565,0.675104656520075,0.077,0.048,1
"Mtpap",0.0578723600478207,0.837100059269516,0.058,0.033,1
"Gm11604",0.057898641640173,-0.927736620255854,0.033,0.053,1
"Mllt10",0.0580575921031199,0.728249722814667,0.082,0.053,1
"Ndufa9",0.0581316775377491,0.220116652674988,0.108,0.074,1
"Mlx",0.0582130144425182,-0.567370493219379,0.07,0.099,1
"Gm6790",0.0582542474917736,-0.4925444183694,0.142,0.178,1
"Rheb",0.058286890830392,0.67952781699346,0.089,0.059,1
"Rps6ka1",0.0584782368694633,-0.455509243933758,0.121,0.155,1
"Tmem33",0.0585404573521683,0.509836680353693,0.073,0.046,1
"Ppp1r2",0.0588308915327335,-0.787952289872029,0.033,0.053,1
"Ahcyl1",0.0589939238604731,0.690694875857262,0.061,0.036,1
"Ankhd1",0.0590718116336742,0.806254763240229,0.085,0.056,1
"Mbp",0.0591689413263755,0.393259900237113,0.161,0.12,1
"Sec31a",0.0591940128201853,1.0105863633947,0.066,0.041,1
"Rpl30",0.0593407967499048,-0.135247689243797,0.812,0.847,1
"Arpc2",0.0594744214979132,-0.168730236173182,0.537,0.583,1
"Ppp2r5c",0.0596733558772737,0.230859580377547,0.212,0.165,1
"Mrpl20",0.0597135692286274,-0.80435440009486,0.085,0.115,1
"Smcr7l",0.0600384072075028,-1.01756213600057,0.031,0.051,1
"Akr1a4",0.0602781953885279,0.211208820608441,0.317,0.26,1
"Pdcd10",0.0609453934282722,0.348372610644447,0.16,0.12,1
"Sike1",0.0610585469983377,-0.747803627552096,0.047,0.071,1
"Mga",0.0615310399964553,0.431403848412561,0.098,0.066,1
"Myd88",0.0616566288963068,0.454545889882497,0.097,0.066,1
"Usp4",0.0619237242651251,-0.651836729344764,0.062,0.089,1
"Gm5561",0.06198648813363,-0.205023833577023,0.438,0.481,1
"Trim44",0.0620015629057053,0.164747562882728,0.065,0.038,1
"Rsbn1l",0.0620611027420336,0.549540512822322,0.118,0.084,1
"Imp4",0.0621867274383467,-0.821782262713943,0.052,0.076,1
"Nans",0.0622297505305004,-0.849040722507606,0.043,0.066,1
"Slc9a3r1",0.0623701506913352,-0.436672785847966,0.162,0.196,1
"Tuba4a",0.0623828703234537,-0.81534747299343,0.132,0.16,1
"Ccnd2",0.0625674041155491,0.30965686765977,0.509,0.466,1
"Fgf13",0.0626092618723739,-0.935554416551159,0.042,0.064,1
"2510039O18Rik",0.0626618378806486,0.805942999995888,0.073,0.046,1
"Uqcr10",0.0626651236709079,0.405373161731292,0.188,0.142,1
"Atp5b",0.0626865368492161,-0.261957078186377,0.474,0.511,1
"Icam1",0.0630703918085911,0.721000657093614,0.066,0.041,1
"Fbxl12",0.0631106805982194,0.832721288225415,0.069,0.043,1
"Ddi2",0.0631583958034733,-0.655581016458681,0.039,0.061,1
"Rbm17",0.0634809000176724,0.49100273095436,0.137,0.102,1
"Cat",0.063493260357805,-0.464356672201378,0.056,0.081,1
"Gemin7",0.0635903130164521,-0.958097550162728,0.035,0.056,1
"Snord35b",0.0636805807423372,0.183595560031852,0.489,0.42,1
"BC018507",0.0637099250511102,0.113879803522634,0.054,0.031,1
"Sf3b3",0.0637499578007929,-0.552742578906083,0.125,0.158,1
"Zfp654",0.0637572304670738,-0.980645506521776,0.031,0.051,1
"Zfand5",0.064011241185941,0.40271173792294,0.061,0.036,1
"Serp1",0.0644577976084869,0.101531101617005,0.155,0.115,1
"B4galt7",0.0644598955358076,-0.843441227592575,0.042,0.064,1
"Osbpl8",0.0647329609904218,-0.597451160947047,0.058,0.084,1
"Ppil2",0.064760577230901,0.666773867573755,0.085,0.056,1
"Cdc42se1",0.0648234476373877,-0.242595811883052,0.275,0.318,1
"Mapk9",0.065402754856717,0.726651641099618,0.06,0.036,1
"Gm10072",0.0654176106995929,-1.06715007622502,0.034,0.053,1
"Sart3",0.06562631791656,1.35021165576475,0.053,0.031,1
"Gm12760",0.0658851315624081,-0.796781441123634,0.054,0.079,1
"Rhof",0.0659495263027982,-0.412546550808771,0.058,0.084,1
"Tsnax",0.0660735559213949,0.448886244610367,0.076,0.048,1
"Pip4k2b",0.066250058315052,-0.797969583684152,0.059,0.084,1
"Rest",0.0663205122461513,0.812503126502443,0.066,0.041,1
"Arid5a",0.066559221694088,0.35578616365818,0.107,0.074,1
"Sharpin",0.0665664316894284,0.294357976706825,0.085,0.056,1
"Tsc22d3",0.0668077652269553,-0.411373395335512,0.199,0.237,1
"Pde4b",0.0671315104585907,-0.843697946353489,0.075,0.102,1
"Dock11",0.0672757894527962,0.45432042293287,0.172,0.132,1
"Mrpl15",0.0673963098417882,-0.162515629395589,0.099,0.066,1
"Tox4",0.0674548428983533,0.556545405998732,0.109,0.076,1
"Ehmt2",0.0674595456066601,0.711384331924129,0.084,0.056,1
"Ift80",0.0674947608888248,0.540557977963293,0.054,0.031,1
"St13",0.0682163500993919,0.67464942428623,0.141,0.107,1
"Rpsa-ps12",0.0682688431734741,-0.749191980103739,0.089,0.117,1
"Ranbp3",0.0683067411760779,0.405111791524132,0.075,0.048,1
"Grsf1",0.0683604671122103,0.64370397512265,0.06,0.036,1
"Rnf166",0.0686356000753683,0.246652757246648,0.136,0.099,1
"Pik3c3",0.0686560012714568,0.976746996413017,0.059,0.036,1
"Snx5",0.0687424075774779,-0.18494423680879,0.177,0.219,1
"Prkag1",0.0689654222883872,-0.793796935721647,0.053,0.076,1
"Vdac2",0.0689831329921265,0.158638634677155,0.185,0.14,1
"Tor2a",0.069065293809247,0.297182123245664,0.063,0.038,1
"Gm6834",0.0690810679896291,-0.745665054520256,0.042,0.064,1
"Gm13215",0.0691019444860178,-0.796865770287666,0.038,0.059,1
"Traf3ip2",0.0691649806566071,0.516018957188775,0.057,0.033,1
"Tecpr1",0.0691658138792822,0.303946249620501,0.161,0.122,1
"Eed",0.0694450974895969,-0.56994491138693,0.059,0.084,1
"Ccng1",0.0696471400874602,0.331280565164267,0.122,0.087,1
"Cdt1",0.069719271126262,0.926083612639192,0.056,0.033,1
"Arpc1a",0.0698760290722669,0.244820723889994,0.057,0.033,1
"Ifngr1",0.0708539287859518,-0.207734770128059,0.106,0.14,1
"Ccnt1",0.0709296991982163,-0.495211161878778,0.076,0.104,1
"Gm12466",0.0711194070363534,-0.825612243860059,0.053,0.076,1
"Kctd10",0.071287007598819,-0.589579725120765,0.083,0.112,1
"Ppp1cb",0.0713367125965025,0.495351638630851,0.11,0.079,1
"Dok2",0.0713678635096917,-0.38713940700118,0.035,0.056,1
"Serf2",0.0713700460745528,-0.313263680306383,0.153,0.188,1
"Evi2b",0.0715837799644354,0.245675025058562,0.123,0.089,1
"Stra13",0.071996899088463,-0.507735137819483,0.048,0.071,1
"Hsd17b4",0.0720098563673147,0.528041793141492,0.05,0.028,1
"Mast3",0.0720593102864101,-0.644133668510228,0.077,0.104,1
"Uhmk1",0.0720852970737219,-0.577794176537372,0.079,0.107,1
"Actr3",0.0721635300884563,-0.296235378740651,0.384,0.415,1
"Gm3511",0.0722725979014746,-0.32950157880558,0.339,0.377,1
"Gspt1",0.0723316701829948,0.493663407096085,0.145,0.109,1
"Acap2",0.0723753439687409,-0.884771714037036,0.036,0.056,1
"Terf2",0.0724075886759792,-0.922994535203622,0.046,0.069,1
"Zfp281",0.0724301574946508,0.248437769325818,0.088,0.059,1
"Akt1",0.0728870338716516,-0.620693045486134,0.069,0.097,1
"Lta4h",0.0732218791858789,-0.544464159568339,0.086,0.115,1
"Ubr2",0.0733012764780413,0.433119547913646,0.1,0.069,1
"Filip1l",0.0733549467988133,-0.67768744426421,0.092,0.122,1
"Canx",0.073539209539955,0.454426224907429,0.177,0.14,1
"Dcaf11",0.0737091652737714,0.235373943473691,0.075,0.048,1
"Usp10",0.0738310827025145,-1.26013627279829,0.038,0.059,1
"Ngfrap1",0.0740545964813414,-1.16385966297392,0.038,0.059,1
"Lsm1",0.0740660942575392,0.6414931917245,0.074,0.048,1
"Phf5a",0.0742282583528171,0.140691612806516,0.088,0.059,1
"Akap13",0.0743365297118359,0.225992180629762,0.39,0.338,1
"Gm10063",0.0746319979567337,-0.562811830703709,0.034,0.053,1
"Traf2",0.0747084133632283,-0.812315957550487,0.038,0.059,1
"Ppm1b",0.0750352409351475,-0.512501209376073,0.072,0.099,1
"Elovl1",0.0751259791403682,1.01494657871613,0.065,0.041,1
"Dennd1b",0.0754089408088922,0.92242570882828,0.068,0.043,1
"Gm8129",0.0754388663837183,-0.323831420447073,0.351,0.382,1
"Entpd5",0.0756944008067802,0.216980668869528,0.062,0.038,1
"Naa25",0.0757266796779504,0.839762089088895,0.059,0.036,1
"Skap1",0.0758303991354022,-0.233493788588942,0.301,0.346,1
"Gm5812",0.0759843511206625,-0.788146273883739,0.06,0.084,1
"Eapp",0.0761172410659858,0.677524998849655,0.086,0.059,1
"Snx2",0.0761206058552561,0.779027524546166,0.117,0.087,1
"Vps11",0.0765212035543102,-1.05693139048729,0.038,0.059,1
"Plrg1",0.0765593916783131,-0.763996752769335,0.053,0.076,1
"Gimap6",0.0765934486657945,0.161317156317102,0.469,0.397,1
"BC005537",0.0767214036539413,0.201350725398606,0.251,0.204,1
"Klf2",0.0769489635847306,-0.201492700068817,0.426,0.463,1
"Ccdc23",0.0777984587432955,0.21857715468784,0.093,0.064,1
"Itpa",0.0783403120261044,0.621405316682703,0.058,0.036,1
"Hmgb1",0.0783622315103241,-0.493297649069681,0.059,0.084,1
"Gm7117",0.078444997549467,-0.445654685253778,0.146,0.181,1
"Zzef1",0.0785635077610217,0.473594687766414,0.077,0.051,1
"Cnot6",0.0785716690679885,0.411443962621157,0.109,0.076,1
"Rpl23a",0.0787784998334982,-0.514896567110456,0.114,0.145,1
"Coro1b",0.0793025622404222,0.366178096068278,0.22,0.178,1
"Gm6483",0.0793889367080321,0.547306343609082,0.118,0.087,1
"Impa1",0.0795387841643658,0.905270147162805,0.052,0.031,1
"Raf1",0.0796129737763488,0.647516662005815,0.077,0.051,1
"AI314180",0.0796148531867316,0.585689741237807,0.068,0.043,1
"Gm13213",0.0799601278744807,-0.65853230031658,0.058,0.081,1
"Etfb",0.0802736300705661,-0.724065191931376,0.06,0.084,1
"Zeb1",0.0803970131098916,0.985414138869249,0.064,0.041,1
"D730040F13Rik",0.0803982980477524,0.882172678844875,0.052,0.031,1
"Synrg",0.080490324893778,0.138055815500605,0.081,0.053,1
"Gm16286",0.0805956482653437,-0.455546232904698,0.12,0.153,1
"Gm15531",0.0806907321659089,-0.7732230116446,0.038,0.059,1
"Safb2",0.0807003883294482,-0.69335127916348,0.064,0.089,1
"BC031781",0.0807087088321681,0.833596162599232,0.058,0.036,1
"Jkamp",0.0807499135749803,-0.845998845844059,0.032,0.051,1
"Pnpla7",0.0810217291100444,0.864087422855994,0.055,0.033,1
"Larp7",0.0811860456801541,-0.517495968396289,0.055,0.079,1
"Letm1",0.0820099672180538,0.724650662901153,0.077,0.051,1
"Rpl37",0.0820313493786988,0.103803703283626,0.887,0.868,1
"Sema4a",0.0821828846505224,-0.517482113656663,0.077,0.104,1
"Atp6v0c",0.0822371698058049,-1.07103023808058,0.043,0.064,1
"Pom121",0.0825070897097154,-1.15579437485658,0.038,0.059,1
"Il27ra",0.0825631776309506,-0.45752890426378,0.131,0.163,1
"Mtch2",0.0826153338721811,0.55491327337619,0.089,0.061,1
"Clec2d",0.0826667506409039,0.593730255702271,0.065,0.041,1
"Sh3glb2",0.0827517540590087,-0.662648130874947,0.038,0.059,1
"2610019F03Rik",0.0827553736051229,0.527527899221251,0.145,0.109,1
"Clk3",0.0831331555127454,0.449031959616438,0.071,0.046,1
"Rps7",0.0832497098902474,0.125160105709056,0.546,0.494,1
"Dcaf13",0.0834143273653922,0.632070540880252,0.058,0.036,1
"Acin1",0.0842864929242278,0.237970933084726,0.181,0.14,1
"Pacs2",0.0846667734670685,-0.509333388391372,0.034,0.053,1
"Rpl9-ps4",0.084766956471952,-0.858133204265455,0.061,0.084,1
"Cetn2",0.0848392610166601,-0.474458876198934,0.075,0.102,1
"D11Wsu99e",0.0849505893235152,-0.382366649141937,0.076,0.102,1
"Map2k2",0.0849762673210018,-0.401007304843895,0.16,0.191,1
"Pik3cd",0.0852512709351976,-0.428980789540663,0.255,0.288,1
"Prrc2b",0.0859414661264575,0.32430232802164,0.173,0.135,1
"Ankrd12",0.0859842234899647,0.541513416519737,0.097,0.069,1
"Ppp2r5a",0.0859843673198053,-0.37307045262195,0.263,0.295,1
"5033414D02Rik",0.0863203630018329,0.385549185788452,0.085,0.059,1
"Clptm1l",0.0863701673456967,0.546910078092366,0.1,0.071,1
"Grina",0.086451728285438,0.716325450501295,0.088,0.061,1
"Hpcal1",0.0868945622147353,0.32386985068651,0.137,0.102,1
"Bzw2",0.0879426878984895,-0.675154859849334,0.147,0.178,1
"Sec16a",0.0884826713832417,0.504435038444151,0.082,0.056,1
"Prmt5",0.088846720447026,-0.653958543720233,0.087,0.115,1
"Hmox2",0.0888867385696976,-0.370989372777939,0.093,0.122,1
"Ubn2",0.0891706528508128,0.393128650804569,0.07,0.046,1
"Iws1",0.0892797053912396,0.550336800526709,0.058,0.036,1
"Ephx1",0.0892873222151309,-0.530941035276586,0.055,0.079,1
"Anapc16",0.0894372608303009,0.507217258134382,0.103,0.074,1
"Rps13",0.0895031235993197,0.219486281108037,0.216,0.173,1
"Tspyl1",0.0895494011806999,-0.336943830624034,0.084,0.112,1
"Cct4",0.0895799417258304,-0.396098138176698,0.216,0.252,1
"Sp1",0.0899316642177839,-0.323581206761806,0.118,0.15,1
"Dek",0.090139418793858,0.170142441509485,0.227,0.183,1
"Gm11450",0.0901881677067408,-0.697993653773669,0.058,0.081,1
"Trim35",0.0903360639079623,-0.338721444328737,0.045,0.066,1
"Akap8",0.0904774689663115,0.589328176856572,0.118,0.087,1
"Gm14044",0.0904803551687827,0.134908175011255,0.313,0.252,1
"Baz1a",0.090573577533973,-0.812288072354525,0.077,0.102,1
"Pfdn2",0.0907193701708029,0.10700301639414,0.089,0.061,1
"Tex10",0.0908962039328819,0.862073381634784,0.058,0.036,1
"1810013D10Rik",0.0909075079007718,0.517565839472869,0.063,0.041,1
"Srsf4",0.0909204897458383,0.673922477307481,0.064,0.041,1
"Maf1",0.0911139641544219,0.349554813025742,0.131,0.099,1
"Triap1",0.0912550135945196,1.29144899684375,0.057,0.036,1
"Gcc2",0.0915008496126172,0.511074496882864,0.058,0.036,1
"4933421E11Rik",0.0915682587491203,0.799410872576223,0.051,0.031,1
"AC132082.1",0.0916804828266639,-0.430818425774122,0.086,0.115,1
"Vps52",0.0916828719413156,0.779768264754811,0.058,0.036,1
"St3gal1",0.0917132357969542,-0.436233204595311,0.047,0.069,1
"Snx12",0.091877357251632,-0.639169925340832,0.041,0.061,1
"Rpl6",0.0918891963770481,-0.180685935149032,0.698,0.71,1
"Ndufa7",0.0919195728855706,-0.493338225267391,0.233,0.267,1
"Paqr7",0.092225970138992,-0.876588033732206,0.05,0.071,1
"Wdr18",0.0925361603241552,0.578819894560805,0.058,0.036,1
"Dnaja1",0.0925861057296971,0.153414092033252,0.24,0.196,1
"Mgea5",0.093216576824527,0.307547935185343,0.146,0.112,1
"Lypla1",0.0935707054867136,0.630769704182885,0.061,0.038,1
"Nsfl1c",0.0936806154573234,0.691717860673725,0.073,0.048,1
"Pppde1",0.0936909655836706,0.572431584535021,0.061,0.038,1
"Pppde2",0.0939077833031408,0.602287622026535,0.051,0.031,1
"Psd4",0.0940909420938938,0.116639002965287,0.105,0.076,1
"Cr1l",0.0942487056211319,-0.512307042356885,0.077,0.104,1
"Dhx38",0.0943319776201917,0.631161061718215,0.067,0.043,1
"Rpn2",0.0943577530360589,0.364501014476945,0.188,0.15,1
"Arpp19",0.0943982301680689,0.217852020103299,0.212,0.17,1
"Cd3d",0.0944065477702179,-0.177175341540864,0.648,0.672,1
"Dpy19l1",0.0944151162492381,0.279723289314903,0.061,0.038,1
"Evl",0.0946072403009915,0.212462033993311,0.456,0.394,1
"Gbf1",0.0947636437460777,0.370229313017099,0.064,0.041,1
"Ufm1",0.0954346607415452,0.887921351370503,0.069,0.046,1
"Apbb1ip",0.0957160660330366,0.272986978710075,0.236,0.193,1
"Mthfs",0.0963506469741501,-0.471973072593886,0.037,0.056,1
"Ddx10",0.0965053728144827,0.651118685562546,0.069,0.046,1
"Ddb1",0.0967068364148566,0.368900539175011,0.113,0.081,1
"Gtf2a2",0.097011373124574,0.345806170271549,0.081,0.056,1
"Pole3",0.0978454226866613,-0.270635316953359,0.051,0.031,1
"Ier2",0.0978659545919489,-0.810148609947674,0.073,0.097,1
"Pdap1",0.0979476066574209,0.254720942020488,0.102,0.074,1
"Ctage5",0.0981978113313521,0.135902993706766,0.145,0.109,1
"Qars",0.098333961476311,-0.463300668610073,0.104,0.132,1
"Ndufa1",0.0986143952093374,-0.509167279748988,0.185,0.216,1
"Parp8",0.0986925785724598,0.882837241854673,0.05,0.031,1
"Ubqln1",0.0988862402843356,-0.383975734181007,0.089,0.117,1
"Mfhas1",0.0989678529244839,0.836000398738347,0.05,0.031,1
"Rps6-ps1",0.0991231651600373,-0.229693370961749,0.532,0.539,1
"Ubac2",0.0991807468649542,0.462590329113042,0.15,0.117,1
"Pink1",0.0997578936683438,0.204980045277628,0.087,0.061,1
"Nmd3",0.0997964742032333,0.669231574786997,0.054,0.033,1
"Lrrc33",0.100173464701567,-0.202411376859826,0.056,0.079,1
"Gm5687",0.100474705565994,-0.71051960673184,0.035,0.053,1
"Bcl2l11",0.100512043101321,-0.826182809980858,0.035,0.053,1
"D4Ertd22e",0.100535352229326,-0.523883720922535,0.058,0.081,1
"H2-Aa",0.100771814476067,-0.581883287574914,0.169,0.198,1
"Zcchc6",0.10084507519395,0.320178058010423,0.114,0.084,1
"Mrps15",0.101693541172262,-0.524171527132324,0.091,0.117,1
"Cap1",0.101904353739307,-0.333821806031797,0.114,0.145,1
"Tle4",0.102207696997015,0.627136653320963,0.113,0.084,1
"Inpp5k",0.102820681108758,0.494784973235155,0.081,0.056,1
"0610007L01Rik",0.102820682215372,0.533976611656604,0.081,0.056,1
"Trabd",0.102874969503217,-0.755899081565791,0.038,0.056,1
"Pdha1",0.102932416932408,-0.457730027775929,0.117,0.148,1
"Hook3",0.10303922889259,-0.881264466186491,0.035,0.053,1
"Rps6ka3",0.103071734992078,-0.66838637528918,0.097,0.125,1
