"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eif4g2",0.132093977295567,0.171007306071141,0.409,0.359,1
"Supt16h",0.132370038195416,0.597850929466669,0.119,0.092,1
"Pkp3",0.132413366647982,0.23813385414099,0.079,0.056,1
"Tbl1xr1",0.1324311777098,-0.128004811338109,0.077,0.102,1
"Ddx42",0.132702850564308,-0.583210408762547,0.083,0.107,1
"Nfatc3",0.132919657042638,-0.352316011782169,0.171,0.201,1
"Nub1",0.132925308554734,0.225010605411865,0.161,0.13,1
"Gm10279",0.133819220843589,-0.375801878256134,0.256,0.277,1
"Klf3",0.134534341450784,0.424239485872563,0.109,0.081,1
"Crebbp",0.134581369825869,0.292344885368809,0.119,0.092,1
"Impdh1",0.13460995273665,-0.548484971730728,0.079,0.102,1
"Wdr26",0.135003959668394,0.155443157637728,0.175,0.14,1
"1110018G07Rik",0.135195361744283,0.21713559513529,0.055,0.036,1
"Bms1",0.135198699991131,0.453752346686685,0.064,0.043,1
"Mtmr3",0.135233805252919,0.344965200426373,0.073,0.051,1
"Esco1",0.135590260246406,0.254590860638251,0.079,0.056,1
"Camk4",0.135603853245627,-0.564027157741048,0.061,0.081,1
"Gm8325",0.1359584967813,-0.566957380999052,0.05,0.069,1
"Slc25a46",0.135979836263634,0.456819871702598,0.064,0.043,1
"Gm14337",0.136659947051205,-0.440390380104863,0.079,0.102,1
"Dap3",0.136685557650373,-0.351905118330753,0.067,0.089,1
"Atp5l",0.136872844669933,0.16418932899544,0.116,0.087,1
"Fem1a",0.136967236345068,0.183174872386433,0.07,0.048,1
"Gins4",0.137026860703528,0.442010609211476,0.052,0.033,1
"Mylip",0.13722340283427,-0.175880033934755,0.134,0.165,1
"Gng5",0.137666017568196,-0.352960380907537,0.099,0.125,1
"Gm12918",0.137711076460756,0.455633859864444,0.061,0.041,1
"Csnk1g1",0.1379005385405,0.172227302340593,0.055,0.036,1
"Btf3",0.138175336196241,0.217435695866557,0.191,0.16,1
"Abce1",0.13819154282799,-0.464502707235592,0.097,0.122,1
"Agfg1",0.138231055431533,0.479458430648603,0.113,0.087,1
"Tpp2",0.138597561414416,0.124035417594593,0.097,0.071,1
"Gm15661",0.139313607215338,-0.479021857072237,0.069,0.092,1
"Inpp5d",0.139495374399228,0.140234771050298,0.092,0.066,1
"Sfrs18",0.139509466712828,-0.358651813988657,0.079,0.102,1
"Laptm5",0.139660080103859,0.11894928225491,0.704,0.682,1
"Dennd4b",0.13988890999781,0.50962819747564,0.058,0.038,1
"Prkar1a",0.139967958693957,0.169926979551246,0.308,0.26,1
"Tcea1",0.140258333589726,0.262303690797331,0.064,0.043,1
"Pgd",0.140285787325613,0.469188356165334,0.084,0.061,1
"2900064A13Rik",0.140437570123996,0.629808180232665,0.075,0.053,1
"Fam168b",0.140549182089895,-0.290146322231027,0.165,0.193,1
"Skp1a",0.140659693803871,0.379267135810222,0.16,0.13,1
"B4galnt1",0.14109397220309,-0.329851748480207,0.381,0.402,1
"Ikzf1",0.141826878885161,-0.147036820407811,0.348,0.379,1
"Ciz1",0.142209564535742,-0.583946768068478,0.037,0.053,1
"Ppp1r15b",0.142349519193631,0.319429659382475,0.097,0.071,1
"Tigd2",0.142433389539032,0.36571187926515,0.058,0.038,1
"Gm13826",0.14275729227163,0.105372736790666,0.779,0.758,1
"Midn",0.142828644600005,-0.491875374834335,0.085,0.109,1
"Cox7a2",0.142908235884838,0.311524249762019,0.244,0.204,1
"Mlec",0.143419556581133,0.240497796140918,0.126,0.097,1
"Rcbtb1",0.143455988440644,-0.312071763179758,0.067,0.089,1
"Gm17084",0.143575412809813,0.333298852408335,0.064,0.043,1
"Fbxo11",0.143597092852778,0.513192419616608,0.051,0.033,1
"Nbr1",0.143877600978651,-0.326991686715927,0.052,0.033,1
"Uchl3",0.144319908649949,-0.640900771918175,0.058,0.079,1
"Rab18",0.144350954489142,0.931470600041035,0.06,0.041,1
"Gm11425",0.144514095014917,-0.579633581430835,0.05,0.069,1
"Nptn",0.14493525336116,0.406078933243959,0.078,0.056,1
"Cacybp",0.145033947622098,0.220334071252757,0.136,0.107,1
"Cct5",0.145185413214454,-0.223929689105854,0.261,0.293,1
"Prps2",0.145322736321314,0.114596134439756,0.117,0.089,1
"Hnrnpc",0.145622693114614,-0.257977655756919,0.279,0.31,1
"Eif4ebp3",0.145707356162664,0.820778485339186,0.06,0.041,1
"RP24-327G7.3",0.145707356162664,0.624755417125802,0.06,0.041,1
"Itm2a",0.14578172459921,-0.73869116011683,0.05,0.069,1
"Gm11970",0.145900913356351,-0.475155681623092,0.093,0.117,1
"Sp3",0.14607848997008,0.528392498291382,0.097,0.074,1
"Dlg1",0.146494193475097,0.481478888637124,0.054,0.036,1
"Eif2a",0.146527704690862,0.32807742479409,0.087,0.064,1
"Mrpl9",0.146535463249382,0.61568436353909,0.086,0.064,1
"Gars",0.147048922168119,-0.268311197628766,0.09,0.115,1
"Taf5l",0.147065947050031,0.389306357601761,0.063,0.043,1
"Ttll3",0.147077668044189,-0.464748525752716,0.21,0.239,1
"Ubn1",0.147223630909371,-0.276369460767187,0.097,0.122,1
"Zyg11b",0.147692985948549,0.439045044075671,0.075,0.053,1
"Caprin1",0.148057034524292,0.299134212900367,0.149,0.12,1
"Eif4b",0.148165457023096,-0.315556637979456,0.258,0.295,1
"Zfp68",0.148766666055769,0.458213595440417,0.051,0.033,1
"Mkrn1",0.148866606436046,-0.349073010370971,0.094,0.12,1
"Gatad2a",0.149256447516252,-0.149265825113564,0.157,0.122,1
"Sec62",0.149260935795641,0.469279206920086,0.179,0.148,1
"Msh2",0.149420711806424,-0.694631529472076,0.042,0.059,1
"Gm6252",0.149978650834281,-0.149051256765534,0.7,0.705,1
"Pigx",0.150063425297724,-0.456489136313163,0.071,0.092,1
"Srrt",0.150107072735248,-0.462979056500076,0.059,0.079,1
"2310045N01Rik",0.15063617485665,-0.193148831720858,0.052,0.071,1
"Lasp1",0.150937098792475,-0.365049883449852,0.12,0.145,1
"Dlgap4",0.151239650202486,0.422011760362214,0.084,0.061,1
"Psme4",0.151255635280225,0.648063376899568,0.08,0.059,1
"Sar1a",0.151563421588003,0.265764473553931,0.132,0.102,1
"Tmem134",0.151726085813012,-0.350018619830557,0.191,0.219,1
"Ppp2r5e",0.15184489785259,0.487444560928766,0.063,0.043,1
"Appl1",0.152028752090196,0.472727748530757,0.069,0.048,1
"Yaf2",0.152354716889605,0.136208191646505,0.051,0.033,1
"Sepp1",0.15260918897556,-0.534730060741986,0.132,0.158,1
"D19Wsu162e",0.152615436570972,0.47884861851598,0.083,0.061,1
"Anapc1",0.152656153810102,0.217825216317188,0.085,0.061,1
"9530068E07Rik",0.15279293138331,0.766813115686475,0.068,0.048,1
"Arih1",0.152852368012943,0.310371480178644,0.101,0.076,1
"Gm5611",0.153306456080257,-0.448780883950621,0.059,0.079,1
"Gm3531",0.15375044901902,0.560166715236404,0.065,0.046,1
"Tnfsf8",0.154441803679691,0.440747936217571,0.089,0.066,1
"Nudt3",0.154981765185879,-0.46195996019196,0.068,0.089,1
"Hltf",0.155012465440716,-0.798426627966554,0.042,0.059,1
"Eif3s6-ps1",0.155038263665362,0.237928822467644,0.148,0.117,1
"Grpel1",0.155520775932746,0.362022376777403,0.116,0.089,1
"Ncbp2",0.155575426116151,-0.679025062013814,0.046,0.064,1
"Gm12020",0.15561989741843,0.170036823694189,0.087,0.064,1
"Arhgap9",0.156043439638849,0.188630185120459,0.224,0.186,1
"2810004N23Rik",0.156334589313857,-0.637314240323213,0.053,0.071,1
"Mrps35",0.156338926089009,0.548609693121066,0.054,0.036,1
"Ireb2",0.156462527042382,0.356632515451158,0.06,0.041,1
"Rps12-ps2",0.157099176555905,0.496279144695208,0.054,0.036,1
"Mrpl17",0.157446764466476,-0.917535511126147,0.061,0.079,1
"Srsf7",0.157744489232129,0.212788501240069,0.134,0.107,1
"Stxbp3a",0.158811190305317,0.312918380267116,0.06,0.041,1
"Fam117a",0.159338083538678,0.475664123444697,0.074,0.053,1
"Mrps17",0.160880556366454,-0.576030586834501,0.062,0.081,1
"Add1",0.161514735356027,-0.53853338417295,0.142,0.165,1
"Def6",0.161840061015522,-0.529522152583826,0.102,0.125,1
"Eif3h",0.161914318053112,-0.173692660443935,0.509,0.542,1
"Gm15504",0.162106285089944,-0.606306865365046,0.062,0.081,1
"Stt3a",0.162834708982946,-0.283608172845794,0.05,0.069,1
"Nono",0.163162591280913,-0.325769522869194,0.149,0.176,1
"Trim59",0.163460458854046,0.153435133087442,0.087,0.064,1
"Sec24b",0.163663727199041,-0.390654876029183,0.057,0.076,1
"Ctps2",0.163893945338376,-0.287520808363015,0.062,0.081,1
"Baz1b",0.164107474263486,0.342414620776409,0.134,0.107,1
"Gtf3c2",0.164491621718167,-0.450913035315641,0.053,0.071,1
"Snord22",0.164814166240359,0.353753424367762,0.073,0.053,1
"Prkcsh",0.164826190892125,0.119329903470657,0.115,0.089,1
"Atp6v1b2",0.1649850591083,-0.484014935784645,0.046,0.064,1
"Gm15536",0.165163118440638,0.115681608822587,0.565,0.527,1
"St6galnac4",0.165239724064118,0.143196302909373,0.05,0.033,1
"Smad4",0.165801176293775,0.245396474608099,0.094,0.071,1
"Hsp90b1",0.165978663397169,0.296604790952612,0.249,0.214,1
"Arglu1",0.16678106755183,-0.809877818018998,0.077,0.097,1
"Tcerg1",0.167066505996183,0.316695312795602,0.105,0.081,1
"Tbca",0.167108868940365,-0.264411698824502,0.195,0.224,1
"Rpl38-ps1",0.167351806309854,-0.249582060352258,0.089,0.115,1
"Zfp524",0.167597195303806,0.349741188022345,0.05,0.033,1
"Rad21",0.167720925175347,0.335366888108673,0.115,0.089,1
"Ppp2r1a",0.167861490126179,-0.345624945113254,0.117,0.14,1
"Trappc1",0.168733575879648,-0.696261646350152,0.042,0.059,1
"Ppig",0.168822649949784,0.221675089021607,0.158,0.127,1
"Bysl",0.169186689864685,-0.72474756163059,0.038,0.053,1
"Stk11",0.169239880334441,0.195596917802742,0.089,0.066,1
"Tra2a",0.169449457959404,-0.85575058296336,0.05,0.066,1
"Trnau1ap",0.169667634809857,-0.491023223560146,0.042,0.059,1
"4930453N24Rik",0.169761450433595,0.241851484638353,0.121,0.094,1
"Mgat2",0.170666491411801,0.716596007693755,0.079,0.059,1
"Itpr2",0.170775314684608,0.157419404120724,0.113,0.087,1
"Sipa1",0.170952004280593,-0.435046038152417,0.117,0.14,1
"Mapkap1",0.171083358538574,0.698613459594289,0.053,0.036,1
"Rfk",0.172028956560334,-0.363080313097046,0.046,0.064,1
"Pmpca",0.172059276717607,0.525552153263161,0.056,0.038,1
"Nap1l1",0.172316582076371,-0.471057870771942,0.205,0.232,1
"Ctsa",0.172581836032452,-0.316729568729981,0.092,0.115,1
"Wdr77",0.172604980396037,-0.262821169291601,0.038,0.053,1
"Pdcd5",0.172670051751292,0.16192369510535,0.081,0.059,1
"Fbxw5",0.172741356464678,0.773714257773057,0.05,0.033,1
"Herc4",0.172980492752498,0.384130742378923,0.053,0.036,1
"Mrpl24",0.173268941663228,0.114574818329637,0.171,0.137,1
"Rnf2",0.173530677189181,0.520440203589939,0.065,0.046,1
"Ptpn1",0.173538619152022,0.13712126309938,0.161,0.13,1
"Fip1l1",0.173660932370928,0.41076542481433,0.125,0.099,1
"Elavl1",0.17425260214106,0.203266840050396,0.086,0.064,1
"Mrpl19",0.174441021461755,-0.147027072299638,0.065,0.046,1
"Gm5428",0.174458622955666,-0.314227066203714,0.172,0.196,1
"Polr1c",0.174712188687829,0.646015278054525,0.088,0.066,1
"D10Jhu81e",0.174893668788962,-0.422899181991653,0.038,0.053,1
"Mia1",0.174922495110439,0.587413120907003,0.081,0.061,1
"Hsp90aa1",0.174963340153468,-0.274377083853874,0.214,0.242,1
"2410015M20Rik",0.174998341143851,0.184799647736476,0.179,0.148,1
"Rpl17-ps1",0.17504776644136,-0.384611755709584,0.272,0.293,1
"Gpr108",0.175091425495898,-0.895249008341471,0.036,0.051,1
"Zfx",0.175153003624978,0.438014209466703,0.053,0.036,1
"Arhgap1",0.175210915824543,-0.269097008876694,0.113,0.137,1
"Gm5623",0.175536670637401,0.135529866659902,0.155,0.122,1
"Wdr55",0.175623147917645,0.712328815197788,0.05,0.033,1
"Cpsf3",0.175940522183713,-0.222373635818708,0.108,0.132,1
"Ddx5",0.176002530275823,0.110819527441913,0.629,0.59,1
"Gpcpd1",0.176606241595359,0.477866283498349,0.067,0.048,1
"Gm15467",0.177150440629149,-0.490966028997826,0.079,0.099,1
"Eif5a",0.177282439697286,-0.325364376520755,0.303,0.331,1
"Ubash3a",0.177461124860925,0.386808377277269,0.07,0.051,1
"Trpc4ap",0.177511762482787,0.242207972676009,0.134,0.107,1
"Nedd9",0.177705926832049,0.115016315461453,0.077,0.056,1
"0610007C21Rik",0.177899459898999,0.639184277570237,0.058,0.041,1
"Uhrf1bp1l",0.178673120279603,0.477254069928393,0.065,0.046,1
"Gm12816",0.178789374853511,-0.520053874680241,0.042,0.059,1
"2610001J05Rik",0.178946089421921,0.74877970907333,0.064,0.046,1
"Pus3",0.17930289081588,0.50440417547206,0.05,0.033,1
"Ubxn1",0.179481448780941,0.113357921882512,0.185,0.155,1
"Rnasek",0.179969636308765,-0.223752471566599,0.154,0.186,1
"Pik3r5",0.1804046012861,-0.65233500132378,0.065,0.084,1
"Gm13493",0.180524516169933,-0.349040020999702,0.335,0.366,1
"Gm11598",0.180663996869457,-0.510038864991824,0.036,0.051,1
"Zdhhc18",0.181611240201764,-0.498592327359778,0.149,0.17,1
"Cyb5r4",0.181884930223338,0.7650200893271,0.069,0.051,1
"Gm9625",0.181931140431363,-0.515342670406498,0.107,0.13,1
"Myst3",0.182171466409355,0.422458698720671,0.157,0.127,1
"Elf2",0.182224650992814,0.703063436784108,0.084,0.064,1
"Rbm22",0.182338832278838,0.350909368593206,0.097,0.074,1
"Cdk2ap2",0.182346552830847,0.129151015890596,0.272,0.232,1
"Clcc1",0.182607424426372,0.841834760652277,0.055,0.038,1
"Ranbp9",0.182856416294752,0.354679282246192,0.091,0.069,1
"Cdv3",0.183099339367157,-0.677891154263322,0.086,0.107,1
"Lrpprc",0.183147413646143,-0.366050043202915,0.054,0.071,1
"D19Bwg1357e",0.183295589520779,-0.726074655351465,0.075,0.094,1
"Kars",0.183307236819455,0.107024199299213,0.142,0.115,1
"Gnpat",0.1833841831426,-0.594093689740529,0.058,0.076,1
"Myg1",0.183781935571499,0.212449935004614,0.065,0.046,1
"Tlr1",0.183991366231834,0.39498600700706,0.076,0.056,1
"Sfxn1",0.184126666906834,-0.184151222486222,0.066,0.087,1
"Ezh1",0.184258485015626,-1.10423064514092,0.041,0.056,1
"Racgap1",0.184289190305543,-0.5255984768568,0.047,0.064,1
"Rpe",0.184616670446878,0.74277764763371,0.052,0.036,1
"Gm11273",0.185063758858544,-0.400519308615319,0.065,0.084,1
"Hcfc1r1",0.185087642147998,-0.213040578050104,0.06,0.079,1
"Prdx3",0.185126485758576,0.159769241677365,0.083,0.061,1
"Sys1",0.185326460159491,0.42553035579558,0.135,0.109,1
"Sfr1",0.185368056114011,-0.639551097127576,0.089,0.109,1
"1810063B05Rik",0.185541309928556,0.44696112097602,0.067,0.048,1
"Med30",0.1855450325367,0.623585117424811,0.105,0.084,1
"Usp48",0.185604512785689,0.370376578633573,0.093,0.071,1
"Hdac1",0.186095157373129,0.24239457252822,0.111,0.087,1
"5830405N20Rik",0.186112244915133,0.317584292772384,0.082,0.061,1
"Ube2h",0.186139161625589,-0.369858810568468,0.153,0.178,1
"Snord34",0.186200421735222,-0.179364625348196,0.537,0.555,1
"Fam100b",0.186572340140193,0.496722410382213,0.081,0.061,1
"l7Rn6",0.187721832706791,0.497315745290606,0.062,0.043,1
"Smek1",0.187737405260472,0.350005515889962,0.064,0.046,1
"Syncrip",0.187768373368156,-0.49873183356571,0.111,0.135,1
"Scp2",0.188474506244712,0.165371035321873,0.22,0.183,1
"Rasa2",0.188507450721015,-0.241918167950864,0.045,0.061,1
"C330019G07Rik",0.188633770904161,0.378882285653287,0.064,0.046,1
"Pa2g4",0.189154443077843,-0.396483220653133,0.152,0.178,1
"Gm5121",0.189314639286539,-0.464480282677672,0.054,0.071,1
"H13",0.189405094133197,0.29789903972368,0.183,0.153,1
"Brcc3",0.189553272727095,0.293861841550896,0.062,0.043,1
"March6",0.19054928286523,0.331444512179785,0.067,0.048,1
"Sltm",0.19061136742615,0.555452810612439,0.115,0.092,1
"Cops8",0.190753875490215,0.448506930732649,0.07,0.051,1
"Chd7",0.191071068962451,-0.434715555242446,0.108,0.13,1
"Cnot4",0.191436461476908,1.13803660286415,0.054,0.038,1
"Abcf1",0.192180061016507,0.302447059579584,0.125,0.099,1
"Nol11",0.192433656926459,-0.277883206926915,0.045,0.061,1
"2310004N24Rik",0.192520099796021,0.157382569464001,0.058,0.041,1
"Mff",0.192689748290301,-0.593966706239966,0.083,0.102,1
"Commd8",0.193325499731099,0.144737776101405,0.125,0.099,1
"Exoc3",0.193446123251353,0.20045089004392,0.073,0.053,1
"Sec22b",0.19369995351003,0.38091261855518,0.078,0.059,1
"Ccndbp1",0.193911611986357,-0.383953628153868,0.077,0.097,1
"Abtb2",0.19412193873077,0.416494305224358,0.081,0.061,1
"Gtf3c6",0.194267188519384,0.587602808651067,0.066,0.048,1
"Mical1",0.195049849626603,-0.189462417255227,0.081,0.102,1
"Sec24c",0.195081823649575,-0.281785078221345,0.113,0.135,1
"Fam32a",0.195160041799463,0.375792793836572,0.113,0.089,1
"Parvg",0.195351037155391,-0.451835134571657,0.093,0.115,1
"Serinc1",0.195442421803697,0.181883407225112,0.085,0.064,1
"Aff1",0.195492080362085,0.697210214515186,0.061,0.043,1
"Npepps",0.195912335132795,0.494263333157516,0.061,0.043,1
"Hnrnpul1",0.196094652557217,0.2559823928282,0.139,0.112,1
"Srp72",0.196327673542367,0.218667328398653,0.147,0.12,1
"2610029G23Rik",0.19649424508652,0.195078131377714,0.055,0.038,1
"Ppid",0.196667300796702,-0.170656370569272,0.056,0.074,1
"Tacc1",0.196787241380893,-0.508145510032121,0.085,0.104,1
"Plcb2",0.197125457161173,1.13358679780363,0.051,0.036,1
"Sigirr",0.198023531441082,0.340522859089295,0.061,0.043,1
"Cd55",0.198268209541665,-0.619730968022148,0.057,0.074,1
"Grap",0.198291367451125,-0.552671058070649,0.133,0.155,1
"E2f4",0.198546781868399,-0.757572562050353,0.094,0.115,1
"Fam105b",0.198602181362291,0.503127803492279,0.109,0.087,1
"Wdr6",0.198991316183668,-0.313800752349882,0.041,0.056,1
"Polr2a",0.199113206589184,0.363725740112952,0.146,0.12,1
"Rnf138",0.199322967493926,0.133760120232776,0.101,0.079,1
"Nfu1",0.199338092292277,0.573335462587562,0.078,0.059,1
"Slc3a2",0.199722063467488,0.535760999577048,0.111,0.089,1
"Ndufs3",0.199736095978324,0.50282241382848,0.075,0.056,1
"Ly6d",0.199788109579514,0.303127589761223,0.052,0.036,1
"Rpl13a-ps1",0.199853062808593,-0.453229468424366,0.141,0.163,1
"Asxl2",0.200126742517596,0.546090132385603,0.101,0.079,1
"Slc25a3",0.200268032804189,0.235075824571184,0.371,0.328,1
"Tnfaip8",0.200858736449024,-0.364212055137787,0.086,0.107,1
"Ube2d1",0.200875040516446,0.644787451203633,0.054,0.038,1
"Pip5k1a",0.200982985697318,-0.131634060908876,0.045,0.061,1
"Gm11633",0.201805237054804,-0.552388191725627,0.046,0.061,1
"Tmco1",0.202292948739598,0.300135894539901,0.096,0.074,1
"Apeh",0.202399091919874,0.291792462275419,0.069,0.051,1
"Hadhb",0.2029211735716,0.506250751020832,0.1,0.079,1
"Shc1",0.202921821135517,-0.815570652497886,0.037,0.051,1
"4833420G17Rik",0.202954683166602,-0.532822288986672,0.046,0.061,1
"Cyb5r3",0.203144425114554,0.437292219571016,0.054,0.038,1
"Bag6",0.203277518189115,0.207890836563397,0.133,0.107,1
"Hexa",0.20331486381842,-0.849978697161888,0.048,0.064,1
"Pnp",0.204192136735601,0.608491739639938,0.063,0.046,1
"Rsbn1",0.204619078773491,0.475997914940376,0.066,0.048,1
"Csk",0.205704609042932,-0.418346462938234,0.187,0.211,1
"Mier1",0.205958082881144,0.253568802900916,0.167,0.137,1
"Cpsf6",0.206059954407914,-0.66189740700224,0.043,0.059,1
"Klrd1",0.206689622075863,-0.226531700485992,0.185,0.211,1
"Cast",0.207347042025474,0.31698635358732,0.101,0.079,1
"Phgdh",0.208228765976754,-0.417133861175405,0.062,0.079,1
"Synj2bp",0.208258440352709,0.311154145612671,0.121,0.097,1
"Psmc2",0.20910122881866,0.244273588200906,0.141,0.115,1
"Klhdc1",0.209118451056724,-0.467076092835314,0.043,0.059,1
"Zdhhc3",0.209473351279007,0.10750272416277,0.075,0.056,1
"Leprotl1",0.209750481286003,-0.313935223764056,0.308,0.328,1
"Ccpg1",0.210298034714121,0.311468307831805,0.054,0.038,1
"Dnlz",0.210535828067621,-0.285681636844546,0.052,0.036,1
"Ivns1abp",0.210670609846425,-0.316880652203021,0.063,0.081,1
"Strap",0.210742010245603,0.274248316721413,0.122,0.097,1
"Pfkp",0.210907317912134,0.141566897452808,0.087,0.066,1
"Tapt1",0.211501816251208,0.62050570800247,0.057,0.041,1
"Twistnb",0.211862016920523,-0.694159097831945,0.064,0.081,1
"Pgrmc2",0.212422674418092,-0.656459655949303,0.039,0.053,1
"AL928935.1",0.212468281706074,-0.165888207029406,0.378,0.405,1
"Lrch3",0.213058983895439,0.420834359111984,0.074,0.056,1
"Lpin1",0.213267710287851,-0.385937259595895,0.037,0.051,1
"Yy1",0.21499295103162,0.411671948703722,0.114,0.092,1
"Tmed10",0.215193514272644,0.326932496702467,0.137,0.112,1
"Prkab1",0.215328458646227,-0.759280647231509,0.044,0.059,1
"Dpcd",0.215599698979213,-0.369757438820183,0.065,0.084,1
"Ttc1",0.215695893672963,0.381505466042535,0.051,0.036,1
"Prex1",0.216169768712683,-0.127550862982006,0.084,0.104,1
"Arl8b",0.216360199186638,0.383308880101451,0.057,0.041,1
"Frmd8",0.216521833306485,-0.342797395223624,0.177,0.201,1
"Spcs1",0.216614818584474,0.264774624637695,0.152,0.125,1
"Sh3bp1",0.216787951199492,-0.404055668371423,0.08,0.099,1
"Slc25a36",0.216854781171412,0.161128589640009,0.054,0.038,1
"Hnrnph1",0.216933254004174,0.35548785650243,0.112,0.089,1
"Ran",0.217495130885835,-0.295992165385592,0.266,0.29,1
"Gak",0.217569020304769,0.431727078881786,0.112,0.089,1
"H2-Oa",0.21777604460535,-0.519452474889027,0.081,0.099,1
"Tpt1",0.217914251227682,-0.108917982110809,0.794,0.796,1
"Vps26b",0.219123969362564,-0.309451340281643,0.06,0.076,1
"Suz12",0.219563346684328,0.359974503974304,0.103,0.081,1
"Cyb5b",0.21974022164533,-0.578959324147481,0.067,0.084,1
"Dpm1",0.219811260321343,0.58410187929547,0.093,0.074,1
"Skiv2l2",0.220435188308171,0.119148862218933,0.074,0.056,1
"Atp6v1e1",0.220435189899787,0.403276955413175,0.074,0.056,1
"Sec13",0.220541504683006,0.42262242219418,0.108,0.087,1
"2700089E24Rik",0.221230325157822,-0.179592582609214,0.039,0.053,1
"Mfng",0.221423974117718,-0.386985254393329,0.063,0.081,1
"Hif1a",0.221467793507664,0.458177814506589,0.077,0.059,1
"Pafah1b1",0.221598436527428,0.238967233778096,0.178,0.15,1
"Fntb",0.221914186451722,0.214835779077163,0.104,0.081,1
"Dido1",0.222306998428193,0.255893088440165,0.06,0.043,1
"Psmd14",0.222331524776615,0.123981260968775,0.145,0.117,1
"Cmpk1",0.222498073492272,0.331169486879779,0.117,0.094,1
"Ywhaq",0.222829791193916,-0.209079550053406,0.157,0.181,1
"Rmnd5b",0.222839752796755,-0.514213541075534,0.048,0.064,1
"Usp16",0.22387152175663,0.594096713765566,0.065,0.048,1
"Zbtb4",0.224203565377981,0.304289955928668,0.083,0.064,1
"Capn1",0.224351919369528,-0.268037584416898,0.059,0.076,1
"Rcbtb2",0.225194711019864,0.478093989177162,0.062,0.046,1
"Gm2a",0.225250683943482,-0.224610041316422,0.129,0.15,1
"Ctdnep1",0.225678181739318,0.598246117536996,0.088,0.069,1
"Rnf5",0.225819717693827,-0.223778819122438,0.101,0.122,1
"Mepce",0.226177787773451,0.144690272955956,0.081,0.061,1
"Ccnl1",0.226188393428998,0.128739553308511,0.117,0.094,1
"Mrpl32",0.226548083083582,0.246924725499767,0.084,0.064,1
"Zfp277",0.227882542408006,-0.657737565533311,0.04,0.053,1
"Gimap1",0.228107287303846,0.235682199742534,0.201,0.173,1
"Eif6",0.228318878942572,-0.232185295419321,0.105,0.127,1
"Edem1",0.228793055363919,0.370464917569745,0.127,0.104,1
"Tmx3",0.229012321633436,-0.429635861833603,0.067,0.084,1
"Arid2",0.229196708707409,0.47640478673543,0.068,0.051,1
"Prdx5",0.229557499166211,0.435888985989179,0.125,0.102,1
"Dazap1",0.230190871823876,-0.454307981673759,0.073,0.092,1
"Mob1a",0.231960854389481,0.178780434730609,0.228,0.198,1
"Nup210",0.232341397091343,0.132236053487156,0.208,0.178,1
"Stat5b",0.232738478423666,0.337240453934985,0.092,0.071,1
"Gm15793",0.232983751750322,-0.492237725546813,0.074,0.092,1
"Stk24",0.233553119700552,0.45682283537272,0.164,0.14,1
"Naa30",0.233693830885146,0.119567282663988,0.054,0.038,1
"Slain1",0.234121715471636,0.299131482202266,0.079,0.061,1
"Nxf1",0.234213339599194,-0.246847751175068,0.078,0.059,1
"Dr1",0.234467885825228,0.340432016043486,0.068,0.051,1
"2310003C23Rik",0.234622105341431,0.210089117246154,0.069,0.051,1
"Rnaseh2c",0.234683659400292,-0.348065301737463,0.09,0.109,1
"Eif3l",0.234798821253469,-0.457621237927129,0.126,0.148,1
"Gm7866",0.236059686093017,0.288863265352425,0.074,0.056,1
"Psmb5",0.236328545590536,-0.418909162245068,0.077,0.094,1
"Tsta3",0.23650211189296,0.35314342147241,0.065,0.048,1
"Ccnl2",0.237783066805984,0.211414187948829,0.071,0.053,1
"Aebp2",0.238192307389022,-0.391638832851139,0.11,0.13,1
"Lsm2",0.238209415292737,-0.523133995313082,0.056,0.071,1
"Pogz",0.238860294685877,1.27055093576197,0.052,0.038,1
"Mapkapk2",0.239652091456514,0.391281857263111,0.068,0.051,1
"Fam49a",0.239829897058062,0.352983596035194,0.059,0.043,1
"Map2k7",0.240057399776677,0.20289220688275,0.05,0.036,1
"Spna2",0.240073649691399,-0.538767556002812,0.086,0.104,1
"Grap2",0.240112880298339,0.143818164730416,0.074,0.056,1
"Gm11363",0.240390266951849,0.317193128184551,0.05,0.036,1
"Gm13611",0.240781019949894,-0.312217958761577,0.08,0.099,1
"Nemf",0.240975255313208,-0.165557053477334,0.057,0.041,1
"Snrnp70",0.241191543448785,-0.62296015009861,0.065,0.081,1
"Psmb3",0.241275500634208,-0.343794695645234,0.151,0.173,1
"Myo9b",0.241543674075905,0.223082445669777,0.085,0.066,1
"Gnai2",0.2417550957678,-0.232707657498764,0.49,0.501,1
"D14Abb1e",0.241761228912415,0.545758528288475,0.077,0.059,1
"BC056474",0.241820158023101,-0.604758368919956,0.045,0.059,1
"Lman2",0.243124132213953,0.218517735548819,0.147,0.122,1
"Tiprl",0.243165963938134,-0.333130050180724,0.054,0.069,1
"Araf",0.243367436284584,-0.122335034469876,0.069,0.087,1
"Rpl27a",0.24357890097319,-0.118348720492702,0.383,0.399,1
"Tomm70a",0.244067929462405,0.577481227380926,0.116,0.097,1
"Grinl1a",0.244080575348668,0.332194846588247,0.149,0.125,1
"Foxo1",0.244298190222485,-0.397246739742031,0.235,0.26,1
"Gm13268",0.244340640489791,-0.55876322747746,0.1,0.117,1
